Year,Food price index,Unit measure,Unit multiplier,Observation status,Value
2018 06,Fish,Index,Units,Undefined,0.211937489
2018 07,Fish,Index,Units,Undefined,-0.237940683
2018 08,Fish,Index,Units,Undefined,-0.225001553
2018 09,Fish,Index,Units,Undefined,-0.529786914
2018 10,Fish,Index,Units,Undefined,0.178564813
2018 11,Fish,Index,Units,Undefined,-0.380869816
2018 12,Fish,Index,Units,Undefined,-0.458492271
2019 01,Fish,Index,Units,Undefined,-0.305922632
2019 02,Fish,Index,Units,Undefined,-0.041866744
2019 03,Fish,Index,Units,Undefined,-0.401030931
2019 04,Fish,Index,Units,Undefined,-0.964265287
2019 05,Fish,Index,Units,Undefined,-0.625159053
2019 06,Fish,Index,Units,Undefined,-0.130453774
2019 07,Fish,Index,Units,Undefined,0.704324259
2019 08,Fish,Index,Units,Undefined,-0.524157128
2019 09,Fish,Index,Units,Undefined,-0.022575568
2019 10,Fish,Index,Units,Undefined,-0.59881004
2019 11,Fish,Index,Units,Undefined,0.00432583
2019 12,Fish,Index,Units,Undefined,-0.291335668
2020 01,Fish,Index,Units,Undefined,-0.568375209
2020 02,Fish,Index,Units,Undefined,-0.400597336
2020 03,Fish,Index,Units,Undefined,-0.378745002
2020 04,Fish,Index,Units,Undefined,1.224282992
2020 05,Fish,Index,Units,Undefined,0.315715798
2020 06,Fish,Index,Units,Undefined,0.439828966
2020 07,Fish,Index,Units,Undefined,-1.031729139
2020 08,Fish,Index,Units,Undefined,-0.712456914
1988 01,Dairy and eggs,Index,Units,Undefined,
1988 02,Dairy and eggs,Index,Units,Undefined,
1988 03,Dairy and eggs,Index,Units,Undefined,
1988 04,Dairy and eggs,Index,Units,Undefined,
1988 05,Dairy and eggs,Index,Units,Undefined,
1988 06,Dairy and eggs,Index,Units,Undefined,
1988 07,Dairy and eggs,Index,Units,Undefined,
1988 08,Dairy and eggs,Index,Units,Undefined,
1988 09,Dairy and eggs,Index,Units,Undefined,
1988 10,Dairy and eggs,Index,Units,Undefined,
1988 11,Dairy and eggs,Index,Units,Undefined,
1988 12,Dairy and eggs,Index,Units,Undefined,
1989 01,Dairy and eggs,Index,Units,Undefined,0.956562227
1989 02,Dairy and eggs,Index,Units,Undefined,0.962656615
1989 03,Dairy and eggs,Index,Units,Undefined,0.960013959
1989 04,Dairy and eggs,Index,Units,Undefined,0.583899598
1989 05,Dairy and eggs,Index,Units,Undefined,0.755734741
1989 06,Dairy and eggs,Index,Units,Undefined,0.929296292
1989 07,Dairy and eggs,Index,Units,Undefined,0.797944476
1989 08,Dairy and eggs,Index,Units,Undefined,0.361774622
1989 09,Dairy and eggs,Index,Units,Undefined,0.868003348
1989 10,Dairy and eggs,Index,Units,Undefined,2.497325711
1989 11,Dairy and eggs,Index,Units,Undefined,2.711112871
1989 12,Dairy and eggs,Index,Units,Undefined,2.196851127
1990 01,Dairy and eggs,Index,Units,Undefined,1.254720899
1990 02,Dairy and eggs,Index,Units,Undefined,1.003299719
1990 03,Dairy and eggs,Index,Units,Undefined,0.945130419
1990 04,Dairy and eggs,Index,Units,Undefined,0.800980729
1990 05,Dairy and eggs,Index,Units,Undefined,1.084779835
1990 06,Dairy and eggs,Index,Units,Undefined,1.22103645
1990 07,Dairy and eggs,Index,Units,Undefined,1.12927316
1990 08,Dairy and eggs,Index,Units,Undefined,1.412508176
1990 09,Dairy and eggs,Index,Units,Undefined,1.227519539
1990 10,Dairy and eggs,Index,Units,Undefined,1.031816453
1990 11,Dairy and eggs,Index,Units,Undefined,0.737989111
1990 12,Dairy and eggs,Index,Units,Undefined,1.034567905
1991 01,Dairy and eggs,Index,Units,Undefined,0.979024559
1991 02,Dairy and eggs,Index,Units,Undefined,1.030271191
1991 03,Dairy and eggs,Index,Units,Undefined,0.760829849
1991 04,Dairy and eggs,Index,Units,Undefined,0.907437916
1991 05,Dairy and eggs,Index,Units,Undefined,0.60821099
1991 06,Dairy and eggs,Index,Units,Undefined,0.597341913
1991 07,Dairy and eggs,Index,Units,Undefined,0.262244835
1991 08,Dairy and eggs,Index,Units,Undefined,0.325254198
1991 09,Dairy and eggs,Index,Units,Undefined,0.270685291
1991 10,Dairy and eggs,Index,Units,Undefined,0.783985531
1991 11,Dairy and eggs,Index,Units,Undefined,0.59669561
1991 12,Dairy and eggs,Index,Units,Undefined,0.947626356
1992 01,Dairy and eggs,Index,Units,Undefined,0.831294463
1992 02,Dairy and eggs,Index,Units,Undefined,0.914846069
1992 03,Dairy and eggs,Index,Units,Undefined,0.772434719
1992 04,Dairy and eggs,Index,Units,Undefined,0.358041685
1992 05,Dairy and eggs,Index,Units,Undefined,0.569197313
1992 06,Dairy and eggs,Index,Units,Undefined,0.752786809
1992 07,Dairy and eggs,Index,Units,Undefined,0.713827525
1992 08,Dairy and eggs,Index,Units,Undefined,0.732995727
1992 09,Dairy and eggs,Index,Units,Undefined,0.631096307
1992 10,Dairy and eggs,Index,Units,Undefined,0.838785792
1992 11,Dairy and eggs,Index,Units,Undefined,0.405288015
1992 12,Dairy and eggs,Index,Units,Undefined,0.382336012
1993 01,Dairy and eggs,Index,Units,Undefined,0.113196764
1993 02,Dairy and eggs,Index,Units,Undefined,0.754549865
1993 03,Dairy and eggs,Index,Units,Undefined,0.644057164
1993 04,Dairy and eggs,Index,Units,Undefined,0.627655718
1993 05,Dairy and eggs,Index,Units,Undefined,0.327217326
1993 06,Dairy and eggs,Index,Units,Undefined,0.702859485
1993 07,Dairy and eggs,Index,Units,Undefined,1.009211488
1993 08,Dairy and eggs,Index,Units,Undefined,1.08250265
1993 09,Dairy and eggs,Index,Units,Undefined,0.541719737
1993 10,Dairy and eggs,Index,Units,Undefined,0.066811676
1993 11,Dairy and eggs,Index,Units,Undefined,-0.312894533
1993 12,Dairy and eggs,Index,Units,Undefined,-0.654422471
1994 01,Dairy and eggs,Index,Units,Undefined,-0.237579911
1994 02,Dairy and eggs,Index,Units,Undefined,-0.296518522
1994 03,Dairy and eggs,Index,Units,Undefined,0.244461789
1994 04,Dairy and eggs,Index,Units,Undefined,0.741217019
1994 05,Dairy and eggs,Index,Units,Undefined,0.606908256
1994 06,Dairy and eggs,Index,Units,Undefined,0.148933088
1994 07,Dairy and eggs,Index,Units,Undefined,-0.511079575
1994 08,Dairy and eggs,Index,Units,Undefined,-0.65319782
1994 09,Dairy and eggs,Index,Units,Undefined,-0.416177919
1994 10,Dairy and eggs,Index,Units,Undefined,-0.075908241
1994 11,Dairy and eggs,Index,Units,Undefined,1.187492021
1994 12,Dairy and eggs,Index,Units,Undefined,1.498997633
1995 01,Dairy and eggs,Index,Units,Undefined,1.380926181
1995 02,Dairy and eggs,Index,Units,Undefined,0.857530656
1995 03,Dairy and eggs,Index,Units,Undefined,0.522119058
1995 04,Dairy and eggs,Index,Units,Undefined,0.245849721
1995 05,Dairy and eggs,Index,Units,Undefined,0.277191489
1995 06,Dairy and eggs,Index,Units,Undefined,0.58160757
1995 07,Dairy and eggs,Index,Units,Undefined,0.7114748
1995 08,Dairy and eggs,Index,Units,Undefined,0.780990617
1995 09,Dairy and eggs,Index,Units,Undefined,0.581204258
1995 10,Dairy and eggs,Index,Units,Undefined,0.614830625
1995 11,Dairy and eggs,Index,Units,Undefined,0.241667515
1995 12,Dairy and eggs,Index,Units,Undefined,0.626820669
1996 01,Dairy and eggs,Index,Units,Undefined,0.408511158
1996 02,Dairy and eggs,Index,Units,Undefined,0.384720349
1996 03,Dairy and eggs,Index,Units,Undefined,0.579256459
1996 04,Dairy and eggs,Index,Units,Undefined,0.417714507
1996 05,Dairy and eggs,Index,Units,Undefined,0.416598281
1996 06,Dairy and eggs,Index,Units,Undefined,-0.027468011
1996 07,Dairy and eggs,Index,Units,Undefined,-0.020969403
1996 08,Dairy and eggs,Index,Units,Undefined,0.32929874
1996 09,Dairy and eggs,Index,Units,Undefined,0.307858712
1996 10,Dairy and eggs,Index,Units,Undefined,0.10237054
1996 11,Dairy and eggs,Index,Units,Undefined,0.114728084
1996 12,Dairy and eggs,Index,Units,Undefined,-0.142123096
1997 01,Dairy and eggs,Index,Units,Undefined,-0.243801071
1997 02,Dairy and eggs,Index,Units,Undefined,-0.565416325
1997 03,Dairy and eggs,Index,Units,Undefined,-0.375213947
1997 04,Dairy and eggs,Index,Units,Undefined,-0.514455984
1997 05,Dairy and eggs,Index,Units,Undefined,-0.286689865
1997 06,Dairy and eggs,Index,Units,Undefined,-0.448519293
1997 07,Dairy and eggs,Index,Units,Undefined,-0.382201372
1997 08,Dairy and eggs,Index,Units,Undefined,-0.527380746
1997 09,Dairy and eggs,Index,Units,Undefined,-0.564375662
1997 10,Dairy and eggs,Index,Units,Undefined,-0.330137138
1997 11,Dairy and eggs,Index,Units,Undefined,-0.747113695
1997 12,Dairy and eggs,Index,Units,Undefined,-0.54950749
1998 01,Dairy and eggs,Index,Units,Undefined,-0.499501474
1998 02,Dairy and eggs,Index,Units,Undefined,-0.662291292
1998 03,Dairy and eggs,Index,Units,Undefined,-0.726565433
1998 04,Dairy and eggs,Index,Units,Undefined,-0.832681654
1998 05,Dairy and eggs,Index,Units,Undefined,-0.914276005
1998 06,Dairy and eggs,Index,Units,Undefined,-0.928797157
1998 07,Dairy and eggs,Index,Units,Undefined,-0.536232158
1998 08,Dairy and eggs,Index,Units,Undefined,-0.489473523
1998 09,Dairy and eggs,Index,Units,Undefined,-0.267541371
1998 10,Dairy and eggs,Index,Units,Undefined,-0.461124564
1998 11,Dairy and eggs,Index,Units,Undefined,-0.633772195
1998 12,Dairy and eggs,Index,Units,Undefined,-1.125111555
1999 01,Dairy and eggs,Index,Units,Undefined,-0.848907235
1999 02,Dairy and eggs,Index,Units,Undefined,-0.650414748
1999 03,Dairy and eggs,Index,Units,Undefined,-0.446329592
1999 04,Dairy and eggs,Index,Units,Undefined,-0.628746746
1999 05,Dairy and eggs,Index,Units,Undefined,-0.344966167
1999 06,Dairy and eggs,Index,Units,Undefined,-0.404841328
1999 07,Dairy and eggs,Index,Units,Undefined,-0.395959268
1999 08,Dairy and eggs,Index,Units,Undefined,-0.869979802
1999 09,Dairy and eggs,Index,Units,Undefined,-1.018570759
1999 10,Dairy and eggs,Index,Units,Undefined,-1.178082578
1999 11,Dairy and eggs,Index,Units,Undefined,-0.80395792
1999 12,Dairy and eggs,Index,Units,Undefined,-0.472615716
2000 01,Dairy and eggs,Index,Units,Undefined,-0.568695437
2000 02,Dairy and eggs,Index,Units,Undefined,-0.402794216
2000 03,Dairy and eggs,Index,Units,Undefined,-0.539554031
2000 04,Dairy and eggs,Index,Units,Undefined,-0.479362762
2000 05,Dairy and eggs,Index,Units,Undefined,-0.660828273
2000 06,Dairy and eggs,Index,Units,Undefined,-0.660828273
2000 07,Dairy and eggs,Index,Units,Undefined,-0.805254069
2000 08,Dairy and eggs,Index,Units,Undefined,-0.367284721
2000 09,Dairy and eggs,Index,Units,Undefined,-0.284100349
2000 10,Dairy and eggs,Index,Units,Undefined,0.201245415
2000 11,Dairy and eggs,Index,Units,Undefined,0.047781825
2000 12,Dairy and eggs,Index,Units,Undefined,-0.178874442
2001 01,Dairy and eggs,Index,Units,Undefined,-0.323301074
2001 02,Dairy and eggs,Index,Units,Undefined,0.171532201
2001 03,Dairy and eggs,Index,Units,Undefined,0.127866239
2001 04,Dairy and eggs,Index,Units,Undefined,0.567983192
2001 05,Dairy and eggs,Index,Units,Undefined,0.48687989
2001 06,Dairy and eggs,Index,Units,Undefined,0.738969408
2001 07,Dairy and eggs,Index,Units,Undefined,0.895958816
2001 08,Dairy and eggs,Index,Units,Undefined,0.597870366
2001 09,Dairy and eggs,Index,Units,Undefined,0.406062878
2001 10,Dairy and eggs,Index,Units,Undefined,0.190032272
2001 11,Dairy and eggs,Index,Units,Undefined,0.051856704
2001 12,Dairy and eggs,Index,Units,Undefined,0.366149506
2002 01,Dairy and eggs,Index,Units,Undefined,0.176847873
2002 02,Dairy and eggs,Index,Units,Undefined,0.085256793
2002 03,Dairy and eggs,Index,Units,Undefined,0.041827324
2002 04,Dairy and eggs,Index,Units,Undefined,-0.040318729
2002 05,Dairy and eggs,Index,Units,Undefined,-0.244460641
2002 06,Dairy and eggs,Index,Units,Undefined,-0.230181675
2002 07,Dairy and eggs,Index,Units,Undefined,-0.302332258
2002 08,Dairy and eggs,Index,Units,Undefined,-0.615310058
2002 09,Dairy and eggs,Index,Units,Undefined,-0.43331597
2002 10,Dairy and eggs,Index,Units,Undefined,-0.396763457
2002 11,Dairy and eggs,Index,Units,Undefined,0.098712391
2002 12,Dairy and eggs,Index,Units,Undefined,-0.192857788
2003 01,Dairy and eggs,Index,Units,Undefined,0.066097815
2003 02,Dairy and eggs,Index,Units,Undefined,0.014235643
2003 03,Dairy and eggs,Index,Units,Undefined,0.029019679
2003 04,Dairy and eggs,Index,Units,Undefined,-0.037627931
2003 05,Dairy and eggs,Index,Units,Undefined,-0.202626152
2003 06,Dairy and eggs,Index,Units,Undefined,-0.131072913
2003 07,Dairy and eggs,Index,Units,Undefined,0.175149231
2003 08,Dairy and eggs,Index,Units,Undefined,0.321542567
2003 09,Dairy and eggs,Index,Units,Undefined,0.276183603
2003 10,Dairy and eggs,Index,Units,Undefined,0.15185199
2003 11,Dairy and eggs,Index,Units,Undefined,0.49751612
2003 12,Dairy and eggs,Index,Units,Undefined,0.672029542
2004 01,Dairy and eggs,Index,Units,Undefined,0.401117241
2004 02,Dairy and eggs,Index,Units,Undefined,0.445991949
2004 03,Dairy and eggs,Index,Units,Undefined,0.249493697
2004 04,Dairy and eggs,Index,Units,Undefined,0.18613698
2004 05,Dairy and eggs,Index,Units,Undefined,0.019815143
2004 06,Dairy and eggs,Index,Units,Undefined,0.067515389
2004 07,Dairy and eggs,Index,Units,Undefined,-0.157906461
2004 08,Dairy and eggs,Index,Units,Undefined,-0.192317458
2004 09,Dairy and eggs,Index,Units,Undefined,-0.157906461
2004 10,Dairy and eggs,Index,Units,Undefined,-0.095520085
2004 11,Dairy and eggs,Index,Units,Undefined,0.015915727
2004 12,Dairy and eggs,Index,Units,Undefined,-0.193262761
2005 01,Dairy and eggs,Index,Units,Undefined,-0.20753146
2005 02,Dairy and eggs,Index,Units,Undefined,-0.415856783
2005 03,Dairy and eggs,Index,Units,Undefined,0.630621393
2005 04,Dairy and eggs,Index,Units,Undefined,0.596758329
2005 05,Dairy and eggs,Index,Units,Undefined,0.562866537
2005 06,Dairy and eggs,Index,Units,Undefined,0.13683916
2005 07,Dairy and eggs,Index,Units,Undefined,0.104003895
2005 08,Dairy and eggs,Index,Units,Undefined,0.396702104
2005 09,Dairy and eggs,Index,Units,Undefined,0.380432241
2005 10,Dairy and eggs,Index,Units,Undefined,0.589360464
2005 11,Dairy and eggs,Index,Units,Undefined,0.444407913
2005 12,Dairy and eggs,Index,Units,Undefined,0.41699421
2006 01,Dairy and eggs,Index,Units,Undefined,0.315771524
2006 02,Dairy and eggs,Index,Units,Undefined,0.548933845
2006 03,Dairy and eggs,Index,Units,Undefined,-1.035923456
2006 04,Dairy and eggs,Index,Units,Undefined,-1.397480613
2006 05,Dairy and eggs,Index,Units,Undefined,-1.487887804
2006 06,Dairy and eggs,Index,Units,Undefined,-0.338325373
2006 07,Dairy and eggs,Index,Units,Undefined,0.970310419
2006 08,Dairy and eggs,Index,Units,Undefined,1.121507201
2006 09,Dairy and eggs,Index,Units,Undefined,0.695107145
2006 10,Dairy and eggs,Index,Units,Undefined,0.043288966
2006 11,Dairy and eggs,Index,Units,Undefined,-0.037505082
2006 12,Dairy and eggs,Index,Units,Undefined,0.080975366
2007 01,Dairy and eggs,Index,Units,Undefined,-0.215586518
2007 02,Dairy and eggs,Index,Units,Undefined,-0.592226473
2007 03,Dairy and eggs,Index,Units,Undefined,0.780688182
2007 04,Dairy and eggs,Index,Units,Undefined,1.142434912
2007 05,Dairy and eggs,Index,Units,Undefined,1.411926683
2007 06,Dairy and eggs,Index,Units,Undefined,0.598692495
2007 07,Dairy and eggs,Index,Units,Undefined,0.288244818
2007 08,Dairy and eggs,Index,Units,Undefined,0.40023226
2007 09,Dairy and eggs,Index,Units,Undefined,2.971033248
2007 10,Dairy and eggs,Index,Units,Undefined,3.46830489
2007 11,Dairy and eggs,Index,Units,Undefined,4.28259597
2007 12,Dairy and eggs,Index,Units,Undefined,3.179118699
2008 01,Dairy and eggs,Index,Units,Undefined,2.774689735
2008 02,Dairy and eggs,Index,Units,Undefined,2.753178331
2008 03,Dairy and eggs,Index,Units,Undefined,2.482606792
2008 04,Dairy and eggs,Index,Units,Undefined,2.504675402
2008 05,Dairy and eggs,Index,Units,Undefined,2.550170165
2008 06,Dairy and eggs,Index,Units,Undefined,3.194089334
2008 07,Dairy and eggs,Index,Units,Undefined,3.27110531
2008 08,Dairy and eggs,Index,Units,Undefined,3.134172262
2008 09,Dairy and eggs,Index,Units,Undefined,1.516739459
2008 10,Dairy and eggs,Index,Units,Undefined,2.231386058
2008 11,Dairy and eggs,Index,Units,Undefined,1.808316547
2008 12,Dairy and eggs,Index,Units,Undefined,2.034806154
2009 01,Dairy and eggs,Index,Units,Undefined,0.838269673
2009 02,Dairy and eggs,Index,Units,Undefined,0.891440039
2009 03,Dairy and eggs,Index,Units,Undefined,0.862993423
2009 04,Dairy and eggs,Index,Units,Undefined,1.107861355
2009 05,Dairy and eggs,Index,Units,Undefined,0.73011369
2009 06,Dairy and eggs,Index,Units,Undefined,-0.05651982
2009 07,Dairy and eggs,Index,Units,Undefined,0.098686415
2009 08,Dairy and eggs,Index,Units,Undefined,0.044052545
2009 09,Dairy and eggs,Index,Units,Undefined,-0.253901342
2009 10,Dairy and eggs,Index,Units,Undefined,-0.293065619
2009 11,Dairy and eggs,Index,Units,Undefined,-0.407774214
2009 12,Dairy and eggs,Index,Units,Undefined,-0.048914259
2010 01,Dairy and eggs,Index,Units,Undefined,-0.512932504
2010 02,Dairy and eggs,Index,Units,Undefined,-0.360347111
2010 03,Dairy and eggs,Index,Units,Undefined,-0.463655018
2010 04,Dairy and eggs,Index,Units,Undefined,-0.321644041
2010 05,Dairy and eggs,Index,Units,Undefined,-0.312679482
2010 06,Dairy and eggs,Index,Units,Undefined,-0.506767296
2010 07,Dairy and eggs,Index,Units,Undefined,0.009629708
2010 08,Dairy and eggs,Index,Units,Undefined,-0.443716588
2010 09,Dairy and eggs,Index,Units,Undefined,-0.376649703
2010 10,Dairy and eggs,Index,Units,Undefined,-0.360963478
2010 11,Dairy and eggs,Index,Units,Undefined,-0.219739996
2010 12,Dairy and eggs,Index,Units,Undefined,0.743717401
2011 01,Dairy and eggs,Index,Units,Undefined,0.322528815
2011 02,Dairy and eggs,Index,Units,Undefined,0.363547576
2011 03,Dairy and eggs,Index,Units,Undefined,-0.720172778
2011 04,Dairy and eggs,Index,Units,Undefined,-0.396750973
2011 05,Dairy and eggs,Index,Units,Undefined,-0.345350094
2011 06,Dairy and eggs,Index,Units,Undefined,0.698174599
2011 07,Dairy and eggs,Index,Units,Undefined,0.962912706
2011 08,Dairy and eggs,Index,Units,Undefined,1.46454687
2011 09,Dairy and eggs,Index,Units,Undefined,0.701912334
2011 10,Dairy and eggs,Index,Units,Undefined,-0.215879062
2011 11,Dairy and eggs,Index,Units,Undefined,-0.322555433
2011 12,Dairy and eggs,Index,Units,Undefined,-0.129936696
2012 01,Dairy and eggs,Index,Units,Undefined,0.094441378
2012 02,Dairy and eggs,Index,Units,Undefined,0.28355623
2012 03,Dairy and eggs,Index,Units,Undefined,-0.005176925
2012 04,Dairy and eggs,Index,Units,Undefined,0.105360802
2012 05,Dairy and eggs,Index,Units,Undefined,-0.318297103
2012 06,Dairy and eggs,Index,Units,Undefined,-0.320673467
2012 07,Dairy and eggs,Index,Units,Undefined,-0.646847055
2012 08,Dairy and eggs,Index,Units,Undefined,-0.481694934
2012 09,Dairy and eggs,Index,Units,Undefined,-0.384377276
2012 10,Dairy and eggs,Index,Units,Undefined,-0.224125726
2012 11,Dairy and eggs,Index,Units,Undefined,-0.395873383
2012 12,Dairy and eggs,Index,Units,Undefined,-0.019579357
2013 01,Dairy and eggs,Index,Units,Undefined,-0.028693796
2013 02,Dairy and eggs,Index,Units,Undefined,-0.373909196
2013 03,Dairy and eggs,Index,Units,Undefined,-0.530981455
2013 04,Dairy and eggs,Index,Units,Undefined,-0.310840488
2013 05,Dairy and eggs,Index,Units,Undefined,-0.005007967
2013 06,Dairy and eggs,Index,Units,Undefined,-0.220323475
2013 07,Dairy and eggs,Index,Units,Undefined,-0.396138802
2013 08,Dairy and eggs,Index,Units,Undefined,0.156408098
2013 09,Dairy and eggs,Index,Units,Undefined,0.217526216
2013 10,Dairy and eggs,Index,Units,Undefined,0.204733056
2013 11,Dairy and eggs,Index,Units,Undefined,-0.102840033
2013 12,Dairy and eggs,Index,Units,Undefined,0.215622263
2014 01,Dairy and eggs,Index,Units,Undefined,0.375048999
2014 02,Dairy and eggs,Index,Units,Undefined,0.506432443
2014 03,Dairy and eggs,Index,Units,Undefined,-0.197366796
